frame_idx,frame_time,steering_angle,steering_angle_prev_100ms,steering_angle_prev_200ms,speed,yaw_rate,velocity_x,velocity_y,velocity_z,time_diff_steering,time_diff_speed,time_diff_gyro
243,9326.294768,-1.1,-0.7999999999999999,-0.2,[17.89722222],-0.00433349609375,-6.491878293585774,-8.80039743373851,-14.28249398972047,0.0054868823317519855,0.002673940332897473,0.041223627000363194
244,9326.344758000001,-1.2,-0.8999999999999999,-0.4,[17.80138889],-0.00433349609375,-6.492347887515203,-8.820911844812276,-14.272058384812762,0.002829965667842771,0.005631336665828712,0.00876637300098082
245,9326.39477,-1.2,-1.1,-0.7999999999999999,[17.83888889],-0.000335693359375,-6.507886752901253,-8.82691368852167,-14.263958255230818,0.0028440866644814378,0.0053388203341455664,0.04101410799921723
246,9326.444765,-1.2,-1.2,-0.8999999999999999,[17.8125],-0.000335693359375,-6.515129909918511,-8.826690186106449,-14.26196116926694,0.005798472000606125,0.0028063819991075434,0.008980892000181484
247,9326.494776,-1.2,-1.3,-1.1,[17.79930556],0.00128173828125,-6.501659882730352,-8.825302732070776,-14.27901066707697,0.002620340999783366,0.0027125910000904696,0.04080058799991093
248,9326.544799,-1.2,-1.2,-1.2,[17.79375],0.00128173828125,-6.479595664566824,-8.813939549891051,-14.304426599030986,0.0029468299999280134,0.008463701333312201,0.009222411999871838
249,9326.594761,-1.2,-1.2,-1.3,[17.75694444],-0.0013885498046875,-6.469495971600343,-8.792282712667255,-14.310382633312253,0.0025193196670443285,0.0029431483344524167,0.04060806899906311
250,9326.644754,-1.2,-1.2,-1.2,[17.77569444],-0.0013885498046875,-6.438953804449824,-8.781261313017506,-14.301819628024331,0.005472778668263345,0.005752669332650839,0.009384931001477526
251,9326.694773000001,-1.2,-1.2,-1.2,[17.7625],-0.0001373291015625,-6.402626124765435,-8.765324601475319,-14.280503033165722,0.0029013569983362686,0.005162528335858951,0.04038854899954458
252,9326.74478,-1.2,-1.2,-1.2,[17.69861111],-0.0001373291015625,-6.388620512586182,-8.751305393277326,-14.26267328422595,0.005828055331221549,0.0026599346674629487,0.009618451000278583
253,9326.794767,-1.0,-1.2,-1.2,[17.72152778],0.0007171630859375,-6.385015690325336,-8.736297255161737,-14.238175484424373,0.002635388333146693,0.0028576843324117362,0.040187030001106905
254,9326.844751,-0.8999999999999999,-1.2,-1.2,[17.64861111],0.0007171630859375,-6.37735808786804,-8.721876973606985,-14.210124288600495,0.002999045000251499,0.008266643000752083,0.009796970000024885
255,9326.894755,-1.0,-1.0,-1.2,[17.64375],-0.002593994140625,-6.35784233372376,-8.710061298725766,-14.17742406704864,0.002232121998531511,0.0031512740006292006,0.03999151000061829
256,9326.944794000001,-1.1,-1.0,-1.2,[17.49097222],-0.002593994140625,-6.343522161264202,-8.695681321283045,-14.133074208437682,0.005106622002131189,0.0057829193319776095,0.010047490000943071
257,9326.994777,-1.5,-1.0,-1.0,[17.5125],-0.0035400390625,-6.317399865815273,-8.694468685717101,-14.080560967589948,0.005350939998606918,0.0026387523339508334,0.03976199099997757
258,9327.044747,-1.7,-1.1,-1.0,[17.43472222],-0.0035400390625,-6.3008406591789345,-8.664434230573997,-14.009468785723747,0.006003867667459417,0.002768060001471895,0.010208009000052698
259,9327.094765,-2.1,-1.4,-1.0,[17.35277778],0.001068115234375,-6.27888915088405,-8.640117016591663,-13.94959063075569,0.0030423986663663527,0.0023923310000100173,0.039566470999488956
260,9327.14475,-2.7,-1.6,-1.1,[17.24930556],0.001068115234375,-6.2350079019950355,-8.610372107048967,-13.916229494856395,0.008335002334206365,0.0024072369997156784,0.01041852900016238
261,9327.19477,-3.5,-2.0,-1.4,[17.17847222],0.008056640625,-6.207112211876624,-8.565333936596348,-13.888872448897258,0.0029149926667741966,0.007974799333169358,0.039353951999146375
262,9327.244745,-4.1,-2.5,-1.6,[17.09166667],0.008056640625,-6.186468998292136,-8.518105214161602,-13.844199371049232,0.0023991540001588874,0.008085054667390068,0.010621048000757582
263,9327.294766,-4.2,-3.3,-2.0,[17.14722222],0.0119476318359375,-6.166692320661722,-8.456243517361305,-13.770260813763857,0.005030970998632256,0.002248617000077502,0.039150431999587454
264,9327.344773,-4.2,-4.1,-2.5,[16.91458333],0.0119476318359375,-6.148329129570601,-8.388527715913229,-13.70155266210492,0.003430466333156801,0.00838784633378964,0.010856568000235711
265,9327.394754,-4.0,-4.2,-3.3,[16.97361111],0.0108642578125,-6.133735145275362,-8.346287082570768,-13.64053518484175,0.0055890966668812325,0.0024300706663780147,0.03895491199909884
266,9327.44475,-3.6,-4.2,-4.1,[16.80486111],0.0108642578125,-6.125834748345509,-8.31246205993333,-13.593487451341641,0.006797221665692632,0.0027083303339168197,0.01104108800063841
267,9327.494748000001,-2.9,-4.1,-4.2,[16.84375],0.009124755859375,-6.124557458287207,-8.28520292831633,-13.536528968452428,0.0040063049982563825,0.0067732270017586416,0.03875339299884217
268,9327.544742,-1.8,-3.7,-4.2,[16.72083333],0.009124755859375,-6.117741737361765,-8.243512651392896,-13.476553016982567,0.001477018000514363,0.009023752334542223,0.011240607000218006
269,9327.594759,-1.0,-3.1,-4.1,[16.6],0.00384521484375,-6.107269387168038,-8.192314082458996,-13.431010613519858,0.002192330999605474,0.0031903569997666636,0.038534872999662184
270,9327.644742,-0.5,-1.8,-3.7,[16.56388889],0.00384521484375,-6.085143270435474,-8.15293530573706,-13.379689866588269,0.0024362789990846068,0.00793477333172632,0.01144812700113107
271,9327.694744,-0.4,-1.0,-3.1,[16.51666667],-0.0011444091796875,-6.044417432246248,-8.131094698985585,-13.322816350899915,0.005960133332337136,0.0005124350009282352,0.03834235399881436
272,9327.744739,-0.6000000000000001,-0.5,-1.8,[16.475],-0.0011444091796875,-6.00830353709227,-8.103354056298588,-13.251683205374476,0.00653207499999553,0.001094414332328597,0.011652646000584355
273,9327.794755,-0.6000000000000001,-0.4,-1.0,[16.42847222],-0.0023193359375,-5.984033325587335,-8.07211588197347,-13.168299438687082,0.005942148332906072,0.004801226999916253,0.03812383399963437
274,9327.844739,-0.6000000000000001,-0.6000000000000001,-0.5,[16.37847222],-0.0023193359375,-5.969933189695518,-8.04652540991071,-13.095708254761812,0.0005467523333209101,0.004939279000609531,0.01186016599967843
275,9327.894746,-0.6000000000000001,-0.6000000000000001,-0.4,[16.28888889],0.0014495849609375,-5.958689808871852,-8.021516412235975,-13.059305773037025,0.00047362233271996956,0.004893106999588781,0.03792531500039331
276,9327.944738,-0.6000000000000001,-0.6000000000000001,-0.6000000000000001,[16.29375],0.0014495849609375,-5.936951706310243,-8.015580684158909,-13.046651726238213,0.0008229146660596598,0.008178273666999303,0.012066684999808786
277,9327.99475,-0.8999999999999999,-0.6000000000000001,-0.6000000000000001,[16.23333333],0.0008392333984375,-5.9182918365480335,-8.02042936715832,-13.040201566049102,0.0030359243319253437,0.0024296486662933603,0.037713794999945094
278,9328.044736,-1.2,-0.6000000000000001,-0.6000000000000001,[16.26666667],0.0008392333984375,-5.915980663618465,-8.008498744239915,-13.023110207098751,0.008801070000117761,0.008900361666746903,0.012272205000044778
279,9328.09477,-1.5,-0.8999999999999999,-0.6000000000000001,[16.24236111],-0.0005950927734375,-5.904062767981343,-7.989821372690237,-13.002867410650053,0.004618241668140399,0.0035781226652034093,0.037486275999981444
280,9328.144751,-2.0,-1.2,-0.6000000000000001,[16.21597222],-0.0005950927734375,-5.887117918728888,-7.978580345693185,-12.993941543698936,0.005813366668007802,0.00387050799872668,0.012494724000134738
281,9328.19475,-2.8,-1.4,-0.8999999999999999,[16.21319444],0.003936767578125,-5.884562291151636,-7.962282377291732,-12.994117015731154,0.002698908332604333,0.005335127332728007,0.03729875599856314
282,9328.244732000001,-3.7,-1.8,-1.2,[16.18541667],0.003936767578125,-5.890590296140154,-7.954303315018574,-12.992346099007605,0.0065485853319842136,0.00666246033324569,0.01268324400189158
283,9328.294782,-4.7,-2.6,-1.4,[16.17708333],0.014251708984375,-5.895082523064946,-7.946690811605165,-12.984366887637572,0.007308946000193828,0.0035860023326677037,0.03705923699999403
284,9328.344736000001,-5.8,-3.4,-1.8,[16.21736111],0.014251708984375,-5.889408203939884,-7.941752363894496,-12.977248765454723,0.001961653666512575,0.008370199999262695,0.012894763000076637
285,9328.394734,-7.6,-4.7,-2.6,[16.16597222],0.0238037109375,-5.890889569829538,-7.924959796726036,-12.975094280990097,0.008091126999715925,8.84769997355761e-05,0.036899717000778764
286,9328.444732,-8.8,-5.8,-3.4,[16.14444444],0.0238037109375,-5.902261207782784,-7.898410217692611,-12.985743298472125,0.005258168999716872,0.0026433826660650084,0.013098282999635558
287,9328.494733,-9.3,-7.2,-4.7,[16.15902778],0.036712646484375,-5.9024742224548525,-7.8848051920677795,-12.989563199952912,0.002045647666818695,0.00476176233314618,0.03669319800064841
288,9328.544728,-9.6,-8.6,-5.8,[16.16875],0.036712646484375,-5.924305495643866,-7.866343178202617,-12.970301630877183,0.0018912729992734967,0.0017538146676088218,0.013301802000569296
289,9328.594748,-10.6,-9.2,-7.2,[16.23680556],0.0424957275390625,-5.948528545560756,-7.846949644276845,-12.9522575070711,0.003225929667678429,0.0033275963342020987,0.036470678000114276
290,9328.644726,-12.2,-9.5,-8.6,[16.20972222],0.0424957275390625,-5.99027629433431,-7.811189198476775,-12.950461588710645,0.002501362334442092,0.008889294333130238,0.013507322000805289
291,9328.694729,-14.2,-10.3,-9.2,[16.22083333],0.05303955078125,-6.025141035054576,-7.799392220663508,-12.967702990942946,0.005215227334701922,0.002869262332751532,0.036282158998801606
292,9328.744726,-16.2,-12.2,-9.5,[16.29166667],0.05303955078125,-6.051976643868114,-7.810689529905691,-12.992285955423066,0.005485091667651432,0.009213127332259319,0.01371484100127418
293,9328.794746,-18.3,-14.2,-10.3,[16.25416667],0.0730743408203125,-6.113363333186551,-7.793555032152541,-13.021321671962808,0.00395751266660227,0.004316675000154646,0.03605763900122838
294,9328.84473,-19.4,-16.2,-12.2,[16.35277778],0.0730743408203125,-6.186294777179728,-7.771102926741424,-13.028325129236263,0.006286345998887555,0.001346602333796909,0.013926360999903409
295,9328.894815,-20.1,-18.0,-14.2,[16.34236111],0.0891571044921875,-6.249496942472,-7.761899584552735,-13.037542569708604,0.0008848099987517344,0.004507325000304263,0.035781120001047384
296,9328.944746000001,-20.8,-19.2,-16.2,[16.40902778],0.0891571044921875,-6.332271727220398,-7.736122729738324,-13.036901456664749,0.00826691833208315,0.006618415000048117,0.014149880000331905
297,9328.994837,-21.4,-20.1,-18.0,[16.40972222],0.0931854248046875,-6.414471663087729,-7.71029782430391,-13.035939250369719,0.00538846699964779,0.0026964190001308452,0.03555159999996249
298,9329.044724,-21.8,-20.6,-19.2,[16.43402778],0.0931854248046875,-6.493060475144734,-7.701565991965732,-13.042035996007156,0.0031064356662682258,0.00809417866730655,0.01433539999925415
299,9329.094736000001,-22.0,-21.4,-20.1,[16.43888889],0.0982208251953125,-6.586545449892428,-7.672300102046487,-13.055598908091277,0.003190039667970268,0.0004885606686002575,0.03544507999868074
300,9329.144738,-21.9,-21.8,-20.6,[16.51180556],0.0982208251953125,-6.677824935107166,-7.631060149770106,-13.098787202812295,0.00593878333165776,0.003308644001663197,0.014556920001268736
301,9329.194735000001,-21.3,-22.0,-21.4,[16.50555556],0.0970306396484375,-6.765336162681073,-7.587073993258004,-13.150950444044975,0.003044658331418759,0.007867415000873734,0.03523856099855038
302,9329.244719,-20.1,-22.0,-21.8,[16.55277778],0.0970306396484375,-6.83695653056708,-7.556859100885678,-13.196206009710238,0.008393407999392366,0.0023883523335825885,0.014745439000762417
303,9329.294716,-18.8,-21.5,-22.0,[16.64444444],0.0890045166015625,-6.915648089049268,-7.506808095031758,-13.223806932981363,0.0024130019992298912,0.007771460666845087,0.03505004100043152
304,9329.344717,-17.4,-20.5,-22.0,[16.66458333],0.0890045166015625,-6.999708966362288,-7.45403802690016,-13.240888571758031,0.003442841998548829,0.008776529331953498,0.01495095899917942
305,9329.394737,-15.8,-19.1,-21.5,[16.76805556],0.072052001953125,-7.071278461570345,-7.430324677432629,-13.264219113399703,0.0025113836672971956,0.00017745999866747297,0.034821522000129335
306,9329.444716,-14.0,-17.4,-20.5,[16.77638889],0.072052001953125,-7.137577244135029,-7.423469748251404,-13.31032724463844,0.007623987999977544,0.0023417893316945992,0.015157477999309776
307,9329.494744,-11.8,-15.8,-19.1,[16.82083333],0.0534210205078125,-7.233813950978199,-7.405215798998951,-13.352067657751668,0.0038412830017477972,0.0016735916669858852,0.0346070020004845
308,9329.544729000001,-9.9,-14.0,-17.4,[16.91458333],0.0534210205078125,-7.330515444734289,-7.406899619892556,-13.378703540355058,0.00906512700021267,0.0019229043355153408,0.015377998000985826
309,9329.594739,-8.3,-12.3,-15.8,[17.00763889],0.0379180908203125,-7.397815178537607,-7.421078475374433,-13.398143364495278,0.0031327933338616276,0.00757609200081788,0.034404482999889296
310,9329.644711,-7.2,-10.4,-14.0,[17.02847222],0.0379180908203125,-7.448618230705737,-7.426691684072477,-13.446190142907914,0.0024362170006497763,0.007886310335379676,0.015567517000818043
311,9329.694718,-6.3,-8.6,-12.3,[17.02708333],0.0234375,-7.4978145210049805,-7.429783854971686,-13.513991801106155,0.003814602667262079,0.0042623556655598804,0.034217962998809526
312,9329.744712,-4.9,-7.2,-10.4,[17.12013889],0.0234375,-7.531606709197197,-7.44946687854771,-13.583597187650586,0.006305126667939476,0.006161668334243586,0.015776037000250653
313,9329.794715,-4.2,-6.3,-8.6,[17.21388889],0.0208892822265625,-7.546804116434941,-7.469935162639862,-13.635591225246582,0.007764904332361766,0.0023876229988673003,0.03401344399935624
314,9329.844722,-3.2,-5.2,-7.2,[17.25555556],0.0208892822265625,-7.568326692476083,-7.47914819850347,-13.664378823682542,0.008779439665886457,0.0020082066675968235,0.015993556000466924
315,9329.894712,-2.3,-4.2,-6.3,[17.29722222],0.0147247314453125,-7.5842210436023185,-7.486630294214888,-13.689510067586792,0.0028566056680574547,0.005283612666971749,0.033808924001277774
316,9329.944788,-1.2,-3.4,-5.2,[17.33611111],0.0147247314453125,-7.60167202521927,-7.495455121972116,-13.729443475000206,0.004561990999718546,0.004663615998651949,0.016267076000076486
317,9329.994735,0.1,-2.5,-4.2,[17.42916667],0.0022430419921875,-7.624522301216299,-7.509380962306429,-13.781741373398193,0.004059664666783647,0.004295585333238705,0.03357840500029852
318,9330.044706,1.2,-1.5,-3.4,[17.46388889],0.0022430419921875,-7.652662420454962,-7.525238236643034,-13.837637260368021,0.0014779983339394676,0.006729480666763266,0.016392595000070287
319,9330.094706,2.0,0.1,-2.5,[17.55694444],-0.0098876953125,-7.68514414323555,-7.546198129496626,-13.895489138965672,0.005524122998394887,0.00017977966490434483,0.03339988500010804
320,9330.144724,2.5,1.2,-1.5,[17.59583333],-0.0098876953125,-7.695761978789725,-7.576851495425418,-13.9619552073125,0.009112418334552785,0.009215918333211448,0.016618114999801037
321,9330.194723,3.7,2.0,0.1,[17.61597222],-0.0147247314453125,-7.7107558870263135,-7.601258205555595,-14.016246549074504,0.00356404333433602,0.004608436000125948,0.03317536599934101
322,9330.244718,4.8,2.6,1.2,[17.69375],-0.0147247314453125,-7.710263627132551,-7.637933014555066,-14.063749595243516,0.008036741000978509,0.002454915333146346,0.016819634000057704
323,9330.294706,5.9,3.4,2.0,[17.78472222],-0.0188446044921875,-7.6901044384060295,-7.677654127419772,-14.100193230578153,0.002312970666025649,0.003067446001296048,0.03298484599872609
324,9330.344701,7.2,4.5,2.6,[17.83958333],-0.0188446044921875,-7.688943177091116,-7.712043769955686,-14.13546222474978,0.005772542999693542,0.00588608466750884,0.017010154000672628
325,9330.394707,8.5,5.6,3.4,[17.89583333],-0.030426025390625,-7.677219668752008,-7.752863001137369,-14.183121702497733,0.005389103000197792,0.0027814286659122445,0.03277632699973765
326,9330.444701,9.3,6.9,4.5,[17.89027778],-0.030426025390625,-7.669567645495233,-7.79758642237687,-14.23614252018857,0.0028643523328355514,0.008358967001186102,0.01721767300114152
327,9330.494705000001,9.6,8.5,5.6,[17.9875],-0.0417938232421875,-7.677283223658357,-7.84153840703071,-14.282947084334,0.00806743933208054,0.005270311334243161,0.032570806999501656
328,9330.544725,9.6,9.3,6.9,[18.04236111],-0.0417938232421875,-7.664080695441445,-7.900174607123894,-14.327241434578848,0.00568694966568728,0.003076654333199258,0.017449192999265506
329,9330.594734,9.7,9.5,8.5,[18.06597222],-0.0463104248046875,-7.669851427194205,-7.9390771650992145,-14.365814483934091,0.002736136999374139,0.00540003300011449,0.03233428699968499
330,9330.644698,10.1,9.6,9.3,[18.1625],-0.0463104248046875,-7.661504334358743,-7.989805415363515,-14.415596360847516,0.006447459667469957,0.002904060665969155,0.01762971300013305
331,9330.694725,10.6,9.6,9.5,[18.16944444],-0.045135498046875,-7.643999251240262,-8.051751343217402,-14.469728651615045,0.004641946999981883,0.004688405333581613,0.03213576800044393
332,9330.744697,11.2,10.0,9.6,[18.28958333],-0.045135498046875,-7.6480139658224635,-8.106442800113735,-14.519377594170704,0.0002846053339453647,0.008874324332282413,0.017836232000263408
333,9330.7947,11.8,10.6,9.6,[18.25902778],-0.05078125,-7.623764437920489,-8.168692626186997,-14.567028903591515,0.005075071667306474,0.0030573766671295743,0.031953247998899315
334,9330.844695,12.2,11.0,10.0,[18.35277778],-0.05078125,-7.58880454097497,-8.230633702939981,-14.612769329717983,0.0058443976668058895,0.0021247586664685514,0.0180417520004994
335,9330.89471,12.3,11.8,10.6,[18.39583333],-0.0516815185546875,-7.554225244421806,-8.289306943751555,-14.656888991615167,0.002670448999197106,0.002681074000065564,0.031735728998683044
336,9330.944703000001,12.3,12.2,11.0,[18.44027778],-0.0516815185546875,-7.52840282101951,-8.347318315866918,-14.700985006627729,0.0055666576663497835,0.0026431336664245464,0.01825727100185759
337,9330.994702,12.2,12.3,11.8,[18.5375],-0.0543670654296875,-7.499324235790101,-8.410897018602585,-14.740911413340045,0.00033499900018796325,0.005010335000406485,0.031536209000478266
338,9331.044723,12.2,12.3,12.2,[18.53819444],-0.0543670654296875,-7.481808743962632,-8.470735511616475,-14.776084847256545,0.0006428733340726467,0.0061051133343426045,0.01848479100044642
339,9331.094707,12.0,12.2,12.3,[18.62777778],-0.05609130859375,-7.466841513981781,-8.52797608802141,-14.818539264524295,0.0015807800009497441,0.0037556049992417684,0.031323690000135684
340,9331.144694,11.8,12.2,12.3,[18.63263889],-0.05609130859375,-7.448772043154183,-8.584111838984738,-14.86914989323338,0.004799227999683353,0.004448584666533861,0.018663310000192723
341,9331.194752,11.3,12.0,12.2,[18.69305556],-0.0569915771484375,-7.435302493781118,-8.638535391455049,-14.922295509421158,0.003966949332607328,0.004211623667288222,0.031071170000359416
342,9331.24469,10.9,11.8,12.2,[18.77013889],-0.0569915771484375,-7.419363136928682,-8.694516286197308,-14.972178339503753,0.007154071334298351,0.0017537383318995126,0.018866829999751644
343,9331.294695,10.3,11.4,12.0,[18.80277778],-0.0522613525390625,-7.400446812350711,-8.753109881281196,-15.015863836866203,0.00011270966751908418,0.005165144333659555,0.03092065099917818
344,9331.344689,9.8,10.9,11.8,[18.88125],-0.0522613525390625,-7.3737899231489745,-8.814628709123857,-15.055928494239716,9.810333358473144e-05,0.005454009666209458,0.019073348999882
345,9331.394690000001,9.2,10.4,11.4,[18.90694444],-0.047760009765625,-7.354483142191022,-8.8678602045262,-15.099172863694362,0.002978780335979536,0.0026513239990890725,0.030718130998138804
346,9331.444696,8.4,9.8,10.9,[18.95902778],-0.047760009765625,-7.3363868121846245,-8.917873810182678,-15.142604628354176,0.0033884050008055056,0.008850363001329242,0.019287869001345825
347,9331.494729,7.3,9.2,10.4,[18.98263889],-0.0404815673828125,-7.3213987620460275,-8.966331926493293,-15.187705455807345,0.00519898033417121,0.00010098866732732859,0.030471612000837922
348,9331.544707000001,6.3,8.4,9.8,[19.05069444],-0.0404815673828125,-7.30957183571021,-9.008971827776952,-15.228849966947669,0.008867209666277631,0.0006655200013483409,0.019506388000081643
349,9331.5947,5.4,7.6,9.2,[19.0875],-0.0303955078125,-7.297446381677896,-9.052341211999124,-15.27034793162857,0.0028082716671633534,0.00266020699928049,0.030293092000647448
350,9331.644685,4.5,6.6,8.4,[19.14166667],-0.0303955078125,-7.289967878570944,-9.095997418732644,-15.314704122921443,0.006325417332845973,0.0029434256666718284,0.019691907999003888
351,9331.694705,3.7,5.6,7.6,[19.21388889],-0.0219268798828125,-7.27963565536811,-9.139628454542502,-15.360302271476868,0.0034980513319169404,0.0045884909995947964,0.030080573000304867
352,9331.744682,3.2,4.6,6.6,[19.24375],-0.0219268798828125,-7.279272764589482,-9.17895463504063,-15.400942004932393,0.00639280100040196,0.008398251333346707,0.019896427000276162
353,9331.794736,3.0,3.7,5.6,[19.3375],-0.013519287109375,-7.2798544358579935,-9.213946700353212,-15.435182822867015,0.002859644668205874,0.002546657668062835,0.02984205299981113
354,9331.84468,2.9,3.2,4.6,[19.35763889],-0.013519287109375,-7.282405345269409,-9.245792315382104,-15.474340310045699,0.0025813949996518204,0.00630413633371063,0.020101947000512155
355,9331.894698,2.9,3.0,3.7,[19.40347222],-0.013092041015625,-7.296353231107123,-9.27484452267668,-15.515170376509182,0.007484634334105067,0.002141509334251168,0.02967253399947367
356,9331.944695,2.9,2.9,3.2,[19.45138889],-0.013092041015625,-7.317737622317345,-9.3030717903099,-15.553995405310332,0.007639061332156416,0.002289874000780401,0.020324466000602115
357,9331.994681,2.7,2.9,3.0,[19.51041667],-0.0145263671875,-7.332524363889856,-9.33389066086816,-15.595595670231683,0.0027269903348496882,0.005498394666574313,0.029482014000677736
358,9332.044677,2.5,2.9,2.9,[19.53611111],-0.0145263671875,-7.338590551218785,-9.368052356215781,-15.647511392161201,0.003541719333952642,0.0036509276669676183,0.020513985999059514
359,9332.094695,2.6,2.7,2.9,[19.6],-0.0120849609375,-7.345198300992387,-9.402493892609984,-15.701838293596952,0.0043252286668575834,0.0039384073334076675,0.029260495000926312
360,9332.14468,2.8,2.5,2.9,[19.65555556],-0.0120849609375,-7.340994650661275,-9.437835047385457,-15.750946166614703,0.0020858216666965745,0.00793945966688625,0.020724504998725024
361,9332.194683,2.9,2.6,2.7,[19.67916667],-0.0084991455078125,-7.329884944806314,-9.472304280859301,-15.79549506970338,0.003296447332104435,0.0020926880006300053,0.0290649750004377
362,9332.244677,3.0,2.8,2.5,[19.77777778],-0.0084991455078125,-7.319844874868142,-9.509902403945851,-15.82856603119708,0.006503718333988218,0.007782844999383087,0.02092902500044147
363,9332.294677,3.1,2.9,2.6,[19.79652778],-0.00750732421875,-7.320167346047566,-9.543557255643291,-15.864499868536345,0.001943876000950695,0.0034271660006197635,0.02886345499973686
364,9332.344674,3.2,3.0,2.8,[19.84930556],-0.00750732421875,-7.328757222739709,-9.56666296140855,-15.908979746108741,0.002750114999798825,0.003969457333369064,0.021133545000338927
365,9332.394722000001,3.1,3.1,2.9,[19.91527778],-0.01031494140625,-7.34719383009116,-9.589272918001404,-15.959730031788148,0.00019955133575422224,0.005272333997709211,0.028610935998585774
366,9332.444679,3.1,3.1,3.0,[19.96041667],-0.01031494140625,-7.363339571435977,-9.61729694133735,-16.001486426050008,0.0030106863341643475,0.007984969332028413,0.02134606400068151
367,9332.494672,3.1,3.1,3.1,[19.99652778],-0.01275634765625,-7.378024857582245,-9.649161702045776,-16.0343373145076,0.0031580093327647774,0.00290669700007129,0.028453416000047582
368,9332.544677,3.3,3.1,3.1,[20.05486111],-0.01275634765625,-7.398814216986626,-9.683272980203233,-16.069575535916147,0.002579082998636295,0.0055375733336404664,0.02155158399909851
369,9332.594669,3.6,3.1,3.1,[20.06319444],-0.0123748779296875,-7.408914722523553,-9.723169546080696,-16.108768052313476,0.005413228333054576,0.0027905196675419575,0.028248897000594297
370,9332.64467,4.1,3.3,3.1,[20.13402778],-0.0123748779296875,-7.424092496014276,-9.755530082513374,-16.144383866965086,0.0050886150002043,0.0032408540009782882,0.021752102999016643
371,9332.69467,4.4,3.6,3.1,[20.19583333],-0.0165252685546875,-7.425097216393594,-9.790395312574798,-16.179686167069185,0.0019290419986646157,0.006208999668160686,0.028040376999342698
372,9332.744738,4.4,4.0,3.3,[20.23055556],-0.0165252685546875,-7.42815395310874,-9.824692007039454,-16.219598186376693,0.005149803000676911,0.005253386334516108,0.022027622999303276
373,9332.794683,4.3,4.3,3.6,[20.28055556],-0.01849365234375,-7.422259108366088,-9.862020226004606,-16.26386051584035,0.0032529990003240528,0.0022356879999279045,0.02781985799992981
374,9332.844672000001,4.2,4.4,4.0,[20.32083333],-0.01849365234375,-7.4153433610991755,-9.897655140728986,-16.305316525297847,0.0030847703346807975,0.007220907331429771,0.02216914200107567
375,9332.894674000001,4.1,4.3,4.3,[20.39444444],-0.018829345703125,-7.408492543114906,-9.937458712360845,-16.340197991560654,0.0030861240011290647,0.0023786669989931397,0.027621337998425588
376,9332.944689,3.7,4.2,4.4,[20.4125],-0.018829345703125,-7.408536818111644,-9.978931911694755,-16.370457518951753,0.004593052999553038,0.005811415665448294,0.022393662000467884
377,9332.994666,3.4,4.1,4.3,[20.49166667],-0.0175933837890625,-7.409637706392266,-10.021188370585687,-16.401529193141503,0.0012985530011064839,0.004094092999366694,0.027421818998845993
378,9333.044671,2.9,3.8,4.2,[20.50208333],-0.0175933837890625,-7.413026279819611,-10.065735772366725,-16.43785738391456,0.004868844000156969,0.0049814273334050085,0.0225831810003001
379,9333.094676,2.6,3.5,4.1,[20.59722222],-0.01416015625,-7.422045395104574,-10.107135770096983,-16.475129705563067,0.0034474790008971468,0.007374635664746165,0.02720429900000454
380,9333.14467,2.5,3.0,3.8,[20.60972222],-0.01416015625,-7.430427788064915,-10.144992647846221,-16.509246921512112,0.0034577083333715564,0.004815406333364081,0.02278970099905564
381,9333.194665,2.5,2.6,3.5,[20.66805556],-0.0112762451171875,-7.433772912317264,-10.176430307066394,-16.54768307937741,0.0034127600010833703,0.0019876986643794226,0.02700777999962156
382,9333.244661,2.4,2.5,3.0,[20.66944444],-0.0112762451171875,-7.444749296430258,-10.196496702476212,-16.589423070610362,0.0033378643329342594,0.005492854332260322,0.02298822000011569
383,9333.294666,2.2,2.5,2.6,[20.74513889],-0.0108642578125,-7.451483273714943,-10.216035444803223,-16.631523709232393,0.0075903966680925805,0.005803906333312625,0.02679926000018895
384,9333.344663,1.7,2.4,2.5,[20.73680556],-0.0108642578125,-7.447218024386608,-10.232226642283674,-16.67969026142661,0.007994010666152462,0.0031443123316421406,0.023197739999886835
385,9333.394672,1.1,2.3,2.5,[20.79444444],-0.007720947265625,-7.434908135566832,-10.248238939839908,-16.747529658421893,0.0023710940004093572,0.0031905410014587687,0.026585740999507834
386,9333.444661,0.5,1.8,2.4,[20.84166667],-0.007720947265625,-7.43241784915173,-10.256990456314119,-16.809002564146464,0.007853687999158865,0.007966729666804895,0.023403258999678656
387,9333.494667,0.0,1.2,2.3,[20.90763889],-0.000335693359375,-7.427698469174599,-10.26794820563849,-16.852475169363526,0.0005247083336143987,0.00485611466683622,0.02638322099846846
388,9333.544661,-0.30000000000000004,0.7000000000000001,1.8,[20.89791667],-0.000335693359375,-7.413472984331255,-10.275554104022882,-16.868303230975265,0.0037479056663869414,0.008465125665679807,0.02361077900059172
389,9333.594654,-0.4,0.0,1.2,[20.97013889],0.00299072265625,-7.415697550862482,-10.288152895984135,-16.874684171452188,0.0053189486661722185,0.0026214066656393697,0.026177533000009134
390,9333.644668,-0.4,-0.30000000000000004,0.7000000000000001,[20.93263889],0.00299072265625,-7.419274439000964,-10.312737654229377,-16.873133121642102,0.006563219332747394,0.0028368536677589873,0.02383646700036479
